✔,ID,Jeu,👤,🇬🇧 Name,Name (Romaji),elem ico,Élément,Nom (Kanji),🇬🇧 Nickname,🇫🇷 Nickname,Sexe,Role,Position,"2nde
pos",Pref,Style,Lvl,Rareté,Kick,Ctrl,Tech,Intl,Pres,Phys,Agil,Shoot,AT Focus,DF Focus,AT Duel,DF Duel,Wall,Keeper,Total,N Kick,N Ctrl,N Tech,N Intl,N Pres,N Phys,N Agil,N Shoot,N AT Focus,N DF Focus,N AT Duel,N DF Duel,N Wall,N Keeper,N Total,🇬🇧 Skill lvl 1,🇬🇧 Skill lvl 13,🇬🇧 Skill lvl 20,🇬🇧 Skill lvl 30,🇬🇧 Skill lvl 38,🇬🇧 Skill lvl 43,🇫🇷 Skill lvl 1,🇫🇷 Skill lvl 13,🇫🇷 Skill lvl 20,🇫🇷 Skill lvl 30,🇫🇷 Skill lvl 38,🇫🇷 Skill lvl 43,École/Club/Équipe,Description,Recrutement,tampon,url
FALSE,2844,GO,,Tye Foon,Makio Taifuzaka,,Forêt,台風坂 巻雄,Foon,Typhon,♂,,DF,MF,,Bond,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Nutmeg,Mystifying Mist,Big Ball Trick,,,,Petit pont,Brume illusoire,Illusion du ballon géant,,,,Unaffiliated,A dedicated runner who'll train even in the midst of a hurricane.,Player Universe: Friendarion,,https://dxi4wb638ujep.cloudfront.net/1/k/a/7/a7clbaz1orc.png
FALSE,2845,GO,,Romulus Fulmen,Konoshin Senda,,Vent,閃田 光之進,Fulmen,Foudre,♂,,MF,DF,,Counter,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Shoulder Tackle,Spin Out,Ozone Flayer,,,,Tacle à l'épaule,Essorage rapide,Bombe d'ozone,,,,Unaffiliated,A menacing player with a voice that strikes fear in his opponents' hearts.,Player Universe: Bootarus,,https://dxi4wb638ujep.cloudfront.net/1/k/0/r/0rjtwnaxpu0.png
FALSE,2846,GO,,Rayne Shawa,Shizuku Amatsuyu,,Vent,雨露 しずく,Shawa,Ondée,♀,,MF,DF,,Counter,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Nutmeg,Hyper-Swiper,Easy Breezy Kid,,,,Petit pont,Tacle fantôme,Sauve-cabri,,,,Unaffiliated,"As far back as she can remember, every year on her birthday, it rains.",Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/f/5/f5sydy8tenc.png
FALSE,2847,GO,,Nieve Alba,Yukiko Sasame,,Vent,細目 由紀子,Nieve,Flocon,♀,,MF,DF,,Counter,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Crosscut Feint,Hyper-Swiper,Easy Breezy Kid,,,,Feinte au travers,Tacle fantôme,Sauve-cabri,,,,Unaffiliated,"A glutton for ice cream. Oddly, she likes it best on a cold winter morning.",Player Universe: Ferrum Structura,,https://dxi4wb638ujep.cloudfront.net/1/k/r/r/rrj_hz1kll8.png
FALSE,2848,GO,,Newt Tangels,Shigesuna Egi,,Feu,江木 茂砂,Tangels,Tangels,♂,,GK,MF,,Counter,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Nutmeg,Combustion Catch,Ball Lightning,,,,Petit pont,Arrêt flamboyant,Sphère lumineuse,,,,Unaffiliated,"Battles daily with his unruly curls and tangles, but is loath to chop it all off.",Player Universe: Ferrum Structura,,https://dxi4wb638ujep.cloudfront.net/1/k/a/5/a54eqmtei4u.png
FALSE,2849,GO,,Romeo Wheedler,Fuhito Komasuke,,Forêt,駒輔 史,Romeo,Wheedler,♂,,MF,DF,,Justice,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Deceptive Step,Thief's Eye,Big Ball Trick,,,,Enjambée trompeuse,L'œil du voleur,Illusion du ballon géant,,,,Unaffiliated,"A real playboy, whose sense of fair play doesn't extend into his love life.",Player Universe: Judgion,,https://dxi4wb638ujep.cloudfront.net/1/k/6/w/6wbr5rmw9yk.png
FALSE,2850,GO,,Bruno Tanner,Kiichi Kokubo,,Vent,黒暮 肌市,Tanner,Tanner,♂,,MF,DF,,Rough,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Feint Dash,Cyclone Sprint,Easy Breezy Kid,,,,Accélération feintée,Sprint tourbillon,Sauve-cabri,,,,Unaffiliated,Spends all his pocket and birthday money on visits to the tanning salon.,Player Universe: Bootarus,,https://dxi4wb638ujep.cloudfront.net/1/k/l/-/l-qkuuasqrm.png
FALSE,2851,GO,,Donald Hooan,Toichi Hosu,,Vent,歩須 藤一,Don,Donald,♂,,DF,MF,,Rough,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Heel Flick,Cyclone Sprint,Easy Breezy Kid,,,,Talonnette,Sprint tourbillon,Sauve-cabri,,,,Unaffiliated,"A charming youth, who knows exactly how to talk to girls.",Player Universe: Instructus Notara,,https://dxi4wb638ujep.cloudfront.net/1/k/j/f/jftw63savtm.png
FALSE,2852,GO,,Goldie Locke,Rumi Tsuyumi,,Montagne,露海 琉美,Goldie,Locke,♀,,FW,MF,,Breach,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Dust Kick,Bouncing Bomb,Dance on Air,,,,Frappe poussiéreuse,Flamme rebondissante,Danse de l'air,,,,Unaffiliated,Thinks ringlets are the height of style. Working to design better hair curlers.,Player Universe: Braceletara,,https://dxi4wb638ujep.cloudfront.net/1/k/4/3/43c3xi064ek.png
FALSE,2853,GO,,Harriet Bunne,Moriko Hayaki,,Forêt,羽夜姫 盛子,Bunne,Bunne,♀,,FW,MF,,Tension,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Power Shot,Hey Presto,Fortissimo,,,,Tir puissant,Passage Presto,Tir Fortissimo,,,,Unaffiliated,Daughter of a respectable innkeeper. Grows flowers just to adorn her hair.,Player Universe: Whistlaria,,https://dxi4wb638ujep.cloudfront.net/1/k/y/y/yy_cevbyn-u.png
FALSE,2854,GO,,Cato Pillar,Takeji Imoto,,Montagne,伊本 武司,Caterpillar,Chenille,♂,,MF,DF,,Bond,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Rolling Steal,Boomerang Bluff,Okehazama Ravine,,,,Vol enroulé,Feinte du boomerang,Ravin d'Okehazama,,,,Unaffiliated,A genuine lover of vegetables who doesn't even put dressing on salad.,Player Universe: Odenius,,https://dxi4wb638ujep.cloudfront.net/1/k/p/w/pwojpqnign8.png
FALSE,2855,GO,,Trent Ulah,Shigeru Kake,,Montagne,駆 茂,Tarantula,Tarentule,♂,,GK,DF,,Tension,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Curving Cut,Breath Taker,Pancake Defence,,,,Coupe courbée,Torse d'acier,Tir de défense canon,,,,Unaffiliated,"First tried free climbing to conquer his fear of heights, but is now an expert.",Player Universe: Inazumis,,https://dxi4wb638ujep.cloudfront.net/1/k/d/a/dax7ynkqhyu.png
FALSE,2856,GO,,Beatrix Hunny,Mitsuko Hachibana,,Feu,蜂花 蜜子,Bee,Abeille,♀,,DF,MF,,Breach,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Rolling Steal,Heart Beat,Pincer Pinch,,,,Vol enroulé,Attaque ventriculaire,Pinces coupantes,,,,Unaffiliated,"Is from a family of beekeepers, but has a fear of insects.",Player Universe: Penguion,,https://dxi4wb638ujep.cloudfront.net/1/k/s/y/syaa1ycqqb8.png
FALSE,2857,GO,,Piero Mantisse,Kiriya Kamaigawa,,Forêt,鎌井川 桐也,Mantisse,Mantidé,♂,,FW,MF,,Breach,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Power Shot,Hey Presto,Fortissimo,,,,Tir puissant,Passage Presto,Tir Fortissimo,,,,Unaffiliated,Nicknamed the Bug Hunter for his ability to catch insects bare-handed.,Player Universe: Penguion,,https://dxi4wb638ujep.cloudfront.net/1/k/q/m/qmwlwdxarsm.png
FALSE,2858,GO,,Grant Hoppa,Chosuke Hachida,,Vent,八田 跳介,Hoppa,Criquet,♂,,MF,FW,,Breach,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Crosscut Feint,Spin Meister,Easy Breezy Kid,,,,Feinte au travers,Tir gyroscopique,Sauve-cabri,,,,Unaffiliated,"With his long legs, he's the rebound champion of his basketball team.",Player Universe: Meteorus,,https://dxi4wb638ujep.cloudfront.net/1/k/h/k/hknq7ixgghk.png
FALSE,2859,GO,,Anne Tenney,Yumeyo Kamikiri,,Montagne,上霧 夢代,Tenney,Fourmi,♀,,MF,DF,,Rough,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Dust Kick,Jumbo Sandwich,Dance on Air,,,,Frappe poussiéreuse,Assaut d'éléphants,Danse de l'air,,,,Unaffiliated,"Afflicted with paralyzing shyness, she strives to remain unnoticed at school.",Player Universe: Ferrum Structura,,https://dxi4wb638ujep.cloudfront.net/1/k/b/l/blefo_iozbu.png
FALSE,2860,GO,,Renardo Foxe,Kyuzo Yoshine,,Montagne,吉根 九蔵,Foxe,Goupil,♂,,GK,MF,,Rough,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Dust Kick,Breath Taker,Dance on Air,,,,Frappe poussiéreuse,Torse d'acier,Danse de l'air,,,,Unaffiliated,"Born into a long line of kabuki actors, he chose the unlikely path of football.",Player Universe: Handora,,https://dxi4wb638ujep.cloudfront.net/1/k/w/j/wj1-faesey8.png
FALSE,2861,GO,,Tawny Screech,Rotaro Fukuda,,Vent,福田 楼太郎,Tawny,Duc,♂,,DF,MF,,Counter,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Dust Kick,Cyclone Sprint,Easy Breezy Kid,,,,Frappe poussiéreuse,Sprint tourbillon,Sauve-cabri,,,,Unaffiliated,A night owl who can't stop listening to late-night radio programs.,Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/y/c/ycyirzw-b08.png
FALSE,2862,GO,,Gerda Dogge,Hoko Inukai,,Forêt,犬飼 咆子,Dogge,Fidèle,♀,,FW,MF,,Bond,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Power Shot,Hey Presto,Fortissimo,,,,Tir puissant,Passage Presto,Tir Fortissimo,,,,Unaffiliated,"Though wary with strangers, she's a real sweetheart with her close friends.",Player Universe: Braceletara,,https://dxi4wb638ujep.cloudfront.net/1/k/d/q/dqddgmwe2hu.png
FALSE,2863,GO,,Ruby Catbear,Rakumi Otanuki,,Feu,大田貫 楽美,Catbear,Pandarou,♀,,MF,DF,,Breach,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Dust Kick,Fire Drill,Plasma Cut,,,,Frappe poussiéreuse,Torpille de feu,Tacle fulgurant,,,,Unaffiliated,Can't relax unless she's perched in a high-up spot. Sleeps in the top bunk.,Player Universe: Orbis Ricarra,,https://dxi4wb638ujep.cloudfront.net/1/k/j/f/jfg2v7fmdnk.png
FALSE,2864,GO,,Magnus Aype,Ranzo Gori,,Montagne,郷里 乱造,Baboon,Primate,♂,,DF,MF,,Counter,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Boomerang Bluff,Acrobotics,,,,Tirage rusé,Feinte du boomerang,Acrobotte,,,,Unaffiliated,"A champion arm-wrestler with huge biceps, but not the competitive type.",Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/s/t/strx4ej2uum.png
FALSE,2865,GO,,Leon Griffin,Yorine Momosono,,Feu,百園 頼音,Leon,Fauve,♂,,FW,MF,,Breach,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Dust Kick,Bouncing Bomb,Ball Lightning,,,,Frappe poussiéreuse,Flamme rebondissante,Sphère lumineuse,,,,Unaffiliated,A real trouble-maker whose arrogance rubs everyone up the wrong way.,Player Universe: Draconis,,https://dxi4wb638ujep.cloudfront.net/1/k/m/h/mhupjjgujrk.png
FALSE,2866,GO,,Tommy Wobbal,Yosuke Kurota,,Montagne,九朗田 踊助,Wobbal,Wobbal,♂,,GK,DF,,Justice,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Cunning Pull,Breath Taker,Okehazama Ravine,,,,Tirage rusé,Torse d'acier,Ravin d'Okehazama,,,,Unaffiliated,"Teaches belly dancing after school, though he'd never tell his classmates.",Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/x/v/xvfuk2gukym.png
FALSE,2867,GO,,Rhys Semanrime,Chisato Akado,,Montagne,赤戸 知里,Lil Rhys,Semanrime,♂,,DF,FW,,Justice,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Rolling Steal,Spin Meister,Okehazama Ravine,,,,Vol enroulé,Tir gyroscopique,Ravin d'Okehazama,,,,Unaffiliated,"A fledgling rapper, his shelves are stacked with CDs from the streets.",Player Universe: Whistlaria,,https://dxi4wb638ujep.cloudfront.net/1/k/5/h/5hej-3pnf0s.png
FALSE,2868,GO,,Boe Heemian,Rinko Mimino,,Feu,耳野 輪子,Heemian,Heemian,♀,,FW,MF,,Rough,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Deceptive Step,Bouncing Bomb,Ball Lightning,,,,Enjambée trompeuse,Flamme rebondissante,Sphère lumineuse,,,,Unaffiliated,"Favors hoops in her ears, rather than studs—the bigger the better!",Player Universe: Whistlaria,,https://dxi4wb638ujep.cloudfront.net/1/k/i/v/iv1ctipdohe.png
FALSE,2869,GO,,Summer Salt,Risa Odoro,,Forêt,小戸炉 理沙,Salt,Salt,♀,,FW,MF,,Rough,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Heel Flick,Bouncing Bunny,Big Ball Trick,,,,Talonnette,Lièvre bondissant,Illusion du ballon géant,,,,Unaffiliated,Junior member in an acrobatic troupe. Can perform miracles on a trampoline.,Player Universe: Orbis Ricarra,,https://dxi4wb638ujep.cloudfront.net/1/k/o/a/oaw3avcvdn0.png
FALSE,2870,GO,,Heezbie Heindyu,Oi Nunose,,Forêt,布施 覆,Heindyu,Heindyu,♂,,GK,DF,,Rough,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Mighty Save,Mystifying Mist,Shadow Catch,,,,Arrêt valeureux,Brume illusoire,Gants des ténèbres,,,,Unaffiliated,"A pantomime prodigy, training hard to become the world's best performer.",Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/z/o/zonwtq6vwuc.png
FALSE,2871,GO,,Freddie Stayre,To Enbo,,Vent,縁帽 踏,Aster,Stayre,♂,,MF,DF,,Breach,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Nutmeg,Cyclone Sprint,Easy Breezy Kid,,,,Petit pont,Sprint tourbillon,Sauve-cabri,,,,Unaffiliated,"The picture of grace and poise, he's even appeared on TV as a dancer!",Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/b/j/bjgkdzod1sc.png
FALSE,2872,GO,,Incus Quid,Nori Ikaho,,Vent,伊香保 典,Squid,Calmar,♂,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Shoulder Tackle,Log Roll,Ozone Flayer,,,,Tacle à l'épaule,Tourbillon aquatique,Bombe d'ozone,,,,Unaffiliated,"A fan of Italian cuisine, his specialty is black spaghetti alle vongole.",Player Universe: Odenius,,https://dxi4wb638ujep.cloudfront.net/1/k/q/h/qhrrumo5yh0.png
FALSE,2873,GO,,Douglas Fische,Gaku Fukada,,Vent,深田 顎,Dogfish,Squale,♂,,DF,MF,,Rough,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Deceptive Step,Cyclone Sprint,Frosticle,,,,Enjambée trompeuse,Sprint tourbillon,Cercle arctique,,,,Unaffiliated,A middle schooler who loves shark fin soup and saves his allowance for gourmet nights out.,Player Universe: Odenius,,https://dxi4wb638ujep.cloudfront.net/1/k/k/o/koye9r7xtbe.png
FALSE,2874,GO,,Pyro Nyah,Akira Hirani,,Vent,平丹 洸,Piranha,Piranha,♂,,FW,MF,,Rough,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Power Shot,Spin Out,Sonic Shot,,,,Tir puissant,Essorage rapide,Tir sonique,,,,Unaffiliated,A true meat-eater who won't let anything green touch his plate.,Player Universe: Odenius,,https://dxi4wb638ujep.cloudfront.net/1/k/7/m/7md_qudlays.png
FALSE,2875,GO,,Otto Legge,Kuruzo Soeda,,Feu,添田 久留三,Tentacle,Pieuvre,♂,,GK,MF,,Counter,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Crosscut Feint,Combustion Catch,Swallow Counter,,,,Feinte au travers,Arrêt flamboyant,Tacle du héron,,,,Unaffiliated,Gets nervous in open spaces. Will try to squeeze himself into a quiet corner.,Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/p/m/pm8nhjepnne.png
FALSE,2876,GO,,Lucian Sunfish,Hongoro Kurumai,,Forêt,車井 翻五郎,Sunfish,Môle,♂,,MF,DF,,Breach,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Heel Flick,Magnetism,Big Ball Trick,,,,Talonnette,Magnétisme,Illusion du ballon géant,,,,Unaffiliated,"An easy-going fellow, but occasionally put out by unexpected developments.",Player Universe: Oculi,,https://dxi4wb638ujep.cloudfront.net/1/k/-/k/-kngmc4tk-s.png
FALSE,2877,GO,,Jemima Ellison,Mizuki Umitsuki,,Vent,海月 水姫,Jelly,Polype,♀,,MF,DF,,Bond,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Nutmeg,Hyper-Swiper,Frosticle,,,,Petit pont,Tacle fantôme,Cercle arctique,,,,Unaffiliated,Perpetually confused. Tends to get swept into things without realizing.,Player Universe: Genii,,https://dxi4wb638ujep.cloudfront.net/1/k/w/m/wmcnivsm1re.png
FALSE,2878,GO,,Martin Fleet,Shunichi Arai,,Forêt,現井 俊一,Fleet,Fleet,♂,,GK,MF,,Rough,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Mighty Save,Future Eye,Shadow Catch,,,,Arrêt valeureux,Digi-Scan,Gants des ténèbres,,,,Unaffiliated,A champion runner who's taken part in international long-distance events.,Player Universe: Ferrum Turris,,https://dxi4wb638ujep.cloudfront.net/1/k/b/k/bkzspq0cyys.png
FALSE,2879,GO,,Mudhi Uppindown,Hidekazu Muroi,,Montagne,室居 秀和,Mudhi,Uppindown,♂,,FW,MF,,Bond,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Heel Flick,Bouncing Bunny,Acrobatic Keep,,,,Talonnette,Lièvre bondissant,Esquive acrobatique,,,,Unaffiliated,"Excels in both academic studies and sports, but prone to highs and lows.",Player Universe: Friendarion,,https://dxi4wb638ujep.cloudfront.net/1/k/h/l/hlqzc3but4c.png
FALSE,2880,GO,,Joe Leggit,Osakiyo Nakaoka,,Montagne,中岡 修清,Leggit,Leggit,♂,,MF,FW,,Rough,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Feint Dash,Bouncing Bomb,Acrobatic Keep,,,,Accélération feintée,Flamme rebondissante,Esquive acrobatique,,,,Unaffiliated,"A skilled batter with a promising career in baseball, if he chooses it.",Player Universe: Ferrum Structura | Starting Team: My Team C,,https://dxi4wb638ujep.cloudfront.net/1/k/q/j/qjh4xinual0.png
FALSE,2881,GO,,Jenral Gaim,Hiromi Misato,,Vent,三三十 一六三,Gaim,Gaim,♂,,DF,MF,,Justice,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Easy Breezy,Ozone Flayer,,,,Coupe courbée,Dribble zéphyr,Bombe d'ozone,,,,Unaffiliated,"An expert chess player, unbeaten in his club. Aiming for the pro scene.",Player Universe: Summitas,,https://dxi4wb638ujep.cloudfront.net/1/k/s/c/scmkfr1cfn0.png
FALSE,2882,GO,,Snap Breakwater,Harumi Shinomata,,Montagne,四乃又 晴海,Shutter,Breakwater,♂,,FW,MF,,Counter,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Power Shot,Boomerang Bluff,Sidewinder,,,,Tir puissant,Feinte du boomerang,Serpent à sonnette,,,,Unaffiliated,Keen photographer with a fascination for concrete tetrapods on the seafront.,Player Universe: Academion,,https://dxi4wb638ujep.cloudfront.net/1/k/j/q/jqxfyut4o-c.png
FALSE,2883,GO,,Narcisse Rotondo,Ryo Tomifuku,,Vent,富福 涼,Rotondo,Rotondo,♂,,MF,FW,,Rough,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Feint Dash,Spin Meister,Frosticle,,,,Accélération feintée,Tir gyroscopique,Cercle arctique,,,,Unaffiliated,Takes care of his looks. You'd never know he used to be a plump child.,Player Universe: Bootarus,,https://dxi4wb638ujep.cloudfront.net/1/k/d/f/df0whzmwdes.png
FALSE,2884,GO,,Apnus Braithwaite,Katsuo Hainida,,Feu,盃仁田 克男,Apnus,Apnus,♂,,GK,MF,,Counter,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Deceptive Step,Combustion Catch,Swallow Counter,,,,Enjambée trompeuse,Arrêt flamboyant,Tacle du héron,,,,Unaffiliated,Boasts astounding lung capacity. Can hold his breath for over three minutes!,Player Universe: Diamantis,,https://dxi4wb638ujep.cloudfront.net/1/k/y/t/ytfrmmakwte.png
FALSE,2885,GO,,Ron Flappibal,Makoto Zendoji,,Forêt,禅堂寺 誠,Flappibal,Flappibal,♂,,DF,MF,,Breach,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Rolling Steal,Future Eye,Tesla Coil,,,,Vol enroulé,Digi-Scan,Bobine électrique,,,,Unaffiliated,"A practitioner of meditation, he stays almost frustratingly calm in a crisis.",Player Universe: Instructus Notara,,https://dxi4wb638ujep.cloudfront.net/1/k/g/h/gh6j9bdoxss.png
FALSE,2886,GO,,Clara Schott,Iko Soramori,,Feu,空森 射子,Schott,Schott,♀,,FW,MF,,Rough,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Crosscut Feint,Bouncing Bomb,Bungee Ball Burst,,,,Feinte au travers,Flamme rebondissante,Attaque explosive,,,,Unaffiliated,Her mother was the national air rifle champion. Not a bad shot herself.,Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/3/v/3vloq-ls6he.png
FALSE,2887,GO,,Penn Manship,Tatsuhito Kakihara,,Vent,書原 辰人,Manship,Manship,♂,,MF,FW,,Justice,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Power Shot,Log Roll,Flying Fish,,,,Tir puissant,Tourbillon aquatique,Poissons volants,,,,Unaffiliated,"Hailed as a skilled calligrapher, but his friends can't read his writing at all.",Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/z/h/zhqlk_sbbnk.png
FALSE,2888,GO,,Roland Netland,Otonoshi Sasanishi,,Montagne,佐々西 己利,Netland,Netland,♂,,DF,MF,,Counter,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Blast Mine,Acrobotics,,,,Tirage rusé,Torpille terrestre,Acrobotte,,,,Unaffiliated,A junior tennis champion. The walls of his bedroom are lined with trophies.,Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/o/v/ovhenakh2-m.png
FALSE,2889,GO,,Apra Chabel,Anju Satonashi,,Forêt,里梨 杏寿,Chabel,Chabel,♀,,FW,DF,,Counter,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Rolling Steal,Bouncing Bunny,Tesla Coil,,,,Vol enroulé,Lièvre bondissant,Bobine électrique,,,,Unaffiliated,"A friendly girl who always seems to get asked for directions, even abroad.",Player Universe: Orbis Ricarra,,https://dxi4wb638ujep.cloudfront.net/1/k/i/a/iacx0d_pde8.png
FALSE,2890,GO,,Uzi Slugge,Mikuji Namekawa,,Vent,滑川 巳矩児,Slugge,Limaçon,♂,,MF,DF,,Justice,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Shoulder Tackle,Spin Out,Whirlpool,,,,Tacle à l'épaule,Essorage rapide,Tourbillon géant,,,,Unaffiliated,"After an accident with a teapot and a salt shaker, can't even look at salt.",Player Universe: Odenius,,https://dxi4wb638ujep.cloudfront.net/1/k/5/o/5ozqziztutu.png
